Object,District,Date,Day,Hour,Latitude,Longitude
Motor Vehicle Accident Response,E18,2016-02-04 10:08:00,Thursday,10,42.26798088,-71.12491631
Simple Assault,B2,2016-02-04 09:50:00,Thursday,9,42.32199334,-71.09836126
Property Found,D4,2016-02-04 00:00:00,Thursday,0,42.34585625,-71.08099529
Larceny From Motor Vehicle,D4,2016-02-03 17:00:00,Wednesday,17,42.34102033,-71.07972113
Towed,A1,2016-02-04 09:30:00,Thursday,9,42.36447145,-71.05553814
Larceny From Motor Vehicle,D4,2016-02-03 16:00:00,Wednesday,16,42.34102033,-71.07972113
Motor Vehicle Accident Response,B2,2016-02-04 08:00:00,Thursday,8,42.33163881,-71.09610805
Fraud,B3,2016-02-03 20:00:00,Wednesday,20,42.28623708,-71.07768279
Motor Vehicle Accident Response,B3,2016-02-03 20:00:00,Wednesday,20,42.28623708,-71.07768279
Medical Assistance,B3,2016-02-04 09:47:00,Thursday,9,42.28803351,-71.08241673
Larceny,B2,2016-02-04 08:05:00,Thursday,8,42.33744152,-71.10428096
Larceny,B2,2016-02-04 08:05:00,Thursday,8,42.33744152,-71.10428096
Recovered Stolen Property,B2,2016-02-04 08:05:00,Thursday,8,42.33744152,-71.10428096
Other,B2,2016-02-04 08:05:00,Thursday,8,42.33744152,-71.10428096
Motor Vehicle Accident Response,D4,2016-02-04 08:22:00,Thursday,8,42.34238488,-71.09034878
Simple Assault,E13,2016-02-04 09:22:00,Thursday,9,42.32291079,-71.10248934
Simple Assault,C11,2016-02-04 06:30:00,Thursday,6,42.30570822,-71.06015451
Other,B2,2016-02-03 16:30:00,Wednesday,16,42.31776637,-71.08207709
Other,D4,2016-02-04 07:12:00,Thursday,7,42.3460551,-71.07050669
Simple Assault,B3,2016-02-04 08:47:00,Thursday,8,42.29603943,-71.07717023
Other,B3,2016-02-04 08:47:00,Thursday,8,42.29603943,-71.07717023
Vandalism,C6,2016-02-04 08:59:00,Thursday,8,42.34011469,-71.05339029
Medical Assistance,C11,2016-02-04 08:51:00,Thursday,8,42.28076737,-71.04736497
Drug Violation,B2,2016-02-04 08:27:00,Thursday,8,42.30649283,-71.08180677
Property Found,D14,2016-02-04 08:45:00,Thursday,8,42.35393844,-71.1401578
Vandalism,A7,2016-02-02 20:00:00,Tuesday,20,42.37907259,-71.03386728
Motor Vehicle Accident Response,B3,2016-02-04 07:53:00,Thursday,7,42.27882467,-71.09405158
Harassment,E18,2016-02-03 17:00:00,Wednesday,17,42.25109643,-71.11540455
Auto Theft,E5,2016-02-03 21:30:00,Wednesday,21,42.28271779,-71.12376104
Simple Assault,E18,2016-02-04 04:56:00,Thursday,4,42.33555954,-71.07436364
Recovered Stolen Property,E18,2016-02-04 04:56:00,Thursday,4,42.33555954,-71.07436364
Disorderly Conduct,E18,2016-02-04 04:56:00,Thursday,4,42.33555954,-71.07436364
Other,E18,2016-02-04 04:56:00,Thursday,4,42.33555954,-71.07436364
Larceny From Motor Vehicle,C6,2016-02-03 21:00:00,Wednesday,21,42.3330921,-71.02594901
Simple Assault,B2,2016-02-04 06:52:00,Thursday,6,42.31297722,-71.07499278
Vandalism,B2,2016-02-04 06:52:00,Thursday,6,42.31297722,-71.07499278
Aggravated Assault,C6,2016-02-04 05:20:00,Thursday,5,42.32614559,-71.05349144
Offenses Against Child / Family,B2,2016-02-04 01:34:00,Thursday,1,42.31368925,-71.0742708
Medical Assistance,C6,2016-02-04 05:06:00,Thursday,5,42.32077172,-71.0612999
Other,B2,2016-02-04 04:27:00,Thursday,4,42.31109466,-71.09238463
Towed,B2,2016-02-04 02:56:00,Thursday,2,42.30870132,-71.07932755
Motor Vehicle Accident Response,C11,2016-02-04 05:04:00,Thursday,5,42.31701774,-71.05670175
Disorderly Conduct,A1,2016-02-04 04:27:00,Thursday,4,42.35822966,-71.05362239
Investigate Person,A1,2016-02-04 04:16:00,Thursday,4,42.35454638,-71.05817021
Liquor Violation,C6,2016-02-03 01:20:00,Wednesday,1,42.31928129,-71.03870097
Medical Assistance,A1,2016-02-04 02:35:00,Thursday,2,42.3523414,-71.06296987
Motor Vehicle Accident Response,E5,2016-02-04 02:59:00,Thursday,2,42.2856436,-71.12524192
Medical Assistance,C6,2016-02-04 02:44:00,Thursday,2,42.32779674,-71.05435602
Verbal Disputes,B3,2016-02-03 23:37:00,Wednesday,23,42.27842719,-71.09637125
Medical Assistance,C11,2016-02-04 02:10:00,Thursday,2,42.28710433,-71.05054201
Other,D4,2016-02-04 01:54:00,Thursday,1,42.33443652,-71.08193625
Missing Person Reported,D14,2016-02-04 00:58:00,Thursday,0,42.34614027,-71.14003692
Missing Person Located,D14,2016-02-04 00:58:00,Thursday,0,42.34614027,-71.14003692
Larceny,A1,2016-02-03 21:00:00,Wednesday,21,42.35115433,-71.06547895
Property Related Damage,B2,2016-02-03 22:34:00,Wednesday,22,42.31089986,-71.08007661
Vandalism,A7,2016-02-03 19:20:00,Wednesday,19,42.3690812,-71.04021571
Investigate Person,D4,2016-02-03 06:41:00,Wednesday,6,42.34980175,-71.07840978
Residential Burglary,D14,2016-02-03 08:00:00,Wednesday,8,42.35027476,-71.16773355
Property Related Damage,D14,2016-02-03 21:58:00,Wednesday,21,42.35031063,-71.13325711
Towed,A15,2016-02-03 22:01:00,Wednesday,22,42.38072984,-71.06384651
Motor Vehicle Accident Response,B2,2016-02-03 22:10:00,Wednesday,22,42.3382519,-71.1061384
Other,A1,2016-02-03 22:33:00,Wednesday,22,42.36683278,-71.05261725
Investigate Property,D4,2016-02-03 22:53:00,Wednesday,22,42.33640891,-71.08565039
Investigate Person,D4,2016-02-03 22:16:00,Wednesday,22,42.33894226,-71.08368605
Medical Assistance,A7,2016-02-03 21:58:00,Wednesday,21,42.38053652,-71.03885017
Motor Vehicle Accident Response,B2,2016-02-03 22:05:00,Wednesday,22,42.30867785,-71.0829592
Property Related Damage,E5,2016-02-03 22:03:00,Wednesday,22,42.28043136,-71.16411132
Medical Assistance,D4,2016-02-03 21:29:16,Wednesday,21,42.35118146,-71.0882412
Verbal Disputes,C11,2016-02-03 22:04:00,Wednesday,22,42.28227907,-71.07131465
Auto Theft,E5,2016-02-03 20:00:00,Wednesday,20,42.2802082,-71.17087959
Medical Assistance,C11,2016-02-03 22:00:00,Wednesday,22,42.28492596,-71.07135254
Violations,B2,2016-02-03 22:16:00,Wednesday,22,42.31865102,-71.08162344
Verbal Disputes,B3,2016-02-03 21:19:00,Wednesday,21,42.30021684,-71.0809794
Vandalism,B3,2016-02-03 20:00:00,Wednesday,20,42.27064206,-71.09587908
Medical Assistance,E13,2016-02-03 20:40:00,Wednesday,20,42.3026067,-71.12560937
Residential Burglary,B2,2016-02-03 21:06:00,Wednesday,21,42.31797163,-71.07234547
Simple Assault,B2,2016-02-03 16:58:00,Wednesday,16,42.31993295,-71.08157395
Vandalism,A7,2016-02-03 20:52:00,Wednesday,20,42.37968456,-71.03428645
Larceny,B2,2016-02-03 20:20:00,Wednesday,20,42.30938437,-71.08262277
Firearm Violations,B2,2016-02-03 20:20:00,Wednesday,20,42.30938437,-71.08262277
Simple Assault,C11,2016-02-03 19:59:00,Wednesday,19,42.31319382,-71.06500833
Simple Assault,A1,2016-02-03 21:09:00,Wednesday,21,42.36643546,-71.06135413
Other,B3,2016-02-03 19:09:00,Wednesday,19,42.28611951,-71.09573992
Towed,B3,2016-02-03 19:09:00,Wednesday,19,42.28611951,-71.09573992
Drug Violation,D4,2016-02-03 21:04:00,Wednesday,21,42.33648039,-71.07321503
Drug Violation,D4,2016-02-03 21:04:00,Wednesday,21,42.33648039,-71.07321503
Verbal Disputes,C11,2016-02-03 06:12:00,Wednesday,6,42.30980642,-71.05102626
Investigate Person,A1,2016-02-03 19:32:00,Wednesday,19,42.359694,-71.05803259
Fraud,E18,2016-02-03 20:32:00,Wednesday,20,42.27092547,-71.11265339
Drug Violation,D4,2016-02-03 20:31:00,Wednesday,20,42.33954199,-71.06940877
Motor Vehicle Accident Response,D4,2016-02-03 19:58:00,Wednesday,19,42.33543394,-71.08076738
Motor Vehicle Accident Response,D14,2016-02-03 19:39:00,Wednesday,19,42.34319578,-71.14192351
Other,E18,2016-02-03 20:07:00,Wednesday,20,42.2670223,-71.10543282
Violations,B2,2016-02-03 20:06:00,Wednesday,20,42.3276156,-71.07285692
Drug Violation,A1,2016-02-03 19:19:00,Wednesday,19,42.35747912,-71.05827852
Investigate Property,B2,2016-02-03 20:00:00,Wednesday,20,42.31860134,-71.08405792
Investigate Property,C6,2016-02-03 18:15:00,Wednesday,18,42.32967465,-71.05555264
Towed,C6,2016-02-03 19:12:00,Wednesday,19,42.33813021,-71.04978381
Medical Assistance,C11,2016-02-03 18:37:00,Wednesday,18,42.28581121,-71.07115483
Investigate Person,D4,2016-02-03 19:25:00,Wednesday,19,42.34044966,-71.08845935
Medical Assistance,C11,2016-02-03 19:11:00,Wednesday,19,42.3340481,-71.04495532
Missing Person Located,E13,2016-02-03 18:30:00,Wednesday,18,42.34946444,-71.14270449
Larceny From Motor Vehicle,E18,2016-02-02 21:00:00,Tuesday,21,42.27419363,-71.13052404
Medical Assistance,A7,2016-02-03 18:34:00,Wednesday,18,42.37826778,-71.03601677
Drug Violation,D14,2016-02-03 16:00:00,Wednesday,16,42.349056,-71.1504985
Motor Vehicle Accident Response,C6,2016-02-03 18:44:00,Wednesday,18,42.35404844,-71.04639023
Residential Burglary,C11,2016-02-03 17:44:00,Wednesday,17,42.30700176,-71.06933556
Simple Assault,B3,2016-02-03 18:25:00,Wednesday,18,42.28406985,-71.0882492
Vandalism,B3,2016-02-03 18:25:00,Wednesday,18,42.28406985,-71.0882492
Violations,B2,2016-02-03 17:40:00,Wednesday,17,42.32052292,-71.06430787
Other,B2,2016-02-03 17:40:00,Wednesday,17,42.32052292,-71.06430787
Verbal Disputes,E18,2016-02-03 18:07:00,Wednesday,18,42.2864784,-71.11430926
Drug Violation,E5,2016-02-03 18:05:00,Wednesday,18,42.28646201,-71.14970869
Property Lost,D4,2016-02-03 15:00:00,Wednesday,15,42.34999733,-71.0810344
Confidence Games,B3,2016-02-03 12:47:00,Wednesday,12,42.2973366,-71.08729604
Investigate Person,E13,2016-02-03 18:00:00,Wednesday,18,42.3176879,-71.11292384
Medical Assistance,D14,2016-02-03 18:39:00,Wednesday,18,42.349056,-71.1504985
Medical Assistance,E5,2016-02-03 18:05:00,Wednesday,18,42.26483265,-71.15567877
Verbal Disputes,B2,2016-02-03 17:30:00,Wednesday,17,42.30994883,-71.08146033
Motor Vehicle Accident Response,D14,2016-02-03 18:20:00,Wednesday,18,42.35124218,-71.12616899
Simple Assault,B2,2016-02-03 18:01:00,Wednesday,18,42.32095643,-71.0699261
Missing Person Reported,C11,2016-02-01 18:00:00,Monday,18,42.30154274,-71.07201939
Aggravated Assault,E5,2016-02-03 17:20:00,Wednesday,17,42.27374613,-71.13534331
Simple Assault,E5,2016-02-03 17:20:00,Wednesday,17,42.27374613,-71.13534331
Larceny,D4,2016-02-03 17:15:00,Wednesday,17,42.3479724,-71.07849582
Larceny,E5,2016-02-02 14:00:00,Tuesday,14,42.28642835,-71.15427278
Medical Assistance,A1,2016-02-03 16:50:00,Wednesday,16,42.36073358,-71.0663758
Investigate Person,B2,2016-02-03 15:30:00,Wednesday,15,42.33962338,-71.10649737
Simple Assault,E18,2016-02-03 17:06:00,Wednesday,17,42.24891703,-71.12588341
Medical Assistance,E13,2016-02-03 16:55:00,Wednesday,16,42.32535981,-71.10648023
Investigate Person,D4,2016-02-03 17:10:00,Wednesday,17,42.34626167,-71.08012196
Missing Person Located,D4,2016-02-03 17:10:00,Wednesday,17,42.34626167,-71.08012196
Property Found,A15,2016-02-03 15:46:00,Wednesday,15,42.38222195,-71.08031197
Investigate Person,C6,2016-02-03 13:50:00,Wednesday,13,42.33214285,-71.05121359
Motor Vehicle Accident Response,E5,2016-02-03 17:00:00,Wednesday,17,42.27625767,-71.13939536
Larceny,B3,2016-02-03 16:57:00,Wednesday,16,42.29691612,-71.08363894
Vandalism,B3,2016-02-03 16:57:00,Wednesday,16,42.29691612,-71.08363894
Larceny From Motor Vehicle,D14,2016-02-03 15:15:00,Wednesday,15,42.35042609,-71.16637332
Investigate Person,D4,2016-02-03 17:30:00,Wednesday,17,42.33869635,-71.07139879
Larceny,A1,2016-02-03 16:47:00,Wednesday,16,42.35591935,-71.06000539
Investigate Person,C11,2016-02-03 17:05:00,Wednesday,17,42.28662057,-71.05554762
Larceny From Motor Vehicle,C11,2016-02-03 16:14:00,Wednesday,16,42.30506946,-71.07633253
Police Service Incidents,B2,2016-02-03 16:59:00,Wednesday,16,42.32492328,-71.08069053
Violations,B2,2016-02-02 00:00:00,Tuesday,0,42.3274487,-71.08308075
Investigate Property,A1,2016-02-03 17:04:00,Wednesday,17,42.36643546,-71.06135413
Drug Violation,C11,2016-02-03 17:03:00,Wednesday,17,42.310434,-71.0613401
Larceny,C6,2016-02-03 16:36:00,Wednesday,16,42.33066641,-71.05492103
Motor Vehicle Accident Response,B2,2016-02-03 16:16:00,Wednesday,16,42.33357038,-71.05371065
Larceny,C11,2016-02-03 15:24:00,Wednesday,15,42.27282017,-71.06525771
Investigate Person,B2,2016-02-03 15:59:00,Wednesday,15,42.31860134,-71.08405792
Medical Assistance,E13,2016-02-03 15:35:00,Wednesday,15,42.30678713,-71.11390321
Simple Assault,D4,2016-02-01 11:30:00,Monday,11,42.34821076,-71.10696156
Violations,D14,2016-02-03 15:00:00,Wednesday,15,42.34725836,-71.15377924
Other,D4,2016-02-02 16:35:00,Tuesday,16,42.34994966,-71.09287056
Motor Vehicle Accident Response,D14,2016-02-02 21:05:00,Tuesday,21,42.36284173,-71.13792234
Drug Violation,E5,2016-02-03 16:11:00,Wednesday,16,42.28709355,-71.14822128
Missing Person Reported,B2,2016-02-02 14:00:00,Tuesday,14,42.30649283,-71.08180677
Missing Person Located,B2,2016-02-02 14:00:00,Tuesday,14,42.30649283,-71.08180677
Drug Violation,A1,2016-02-03 15:52:00,Wednesday,15,42.3675892,-71.0575884
Drug Violation,A1,2016-02-03 15:52:00,Wednesday,15,42.3675892,-71.0575884
Vandalism,E13,2016-02-03 15:52:00,Wednesday,15,42.32286022,-71.1013609
Medical Assistance,D14,2016-02-03 14:30:00,Wednesday,14,42.34025279,-71.15447536
Larceny,B2,2016-02-03 15:38:00,Wednesday,15,42.2518944,-71.1253531
Aggravated Assault,B3,2016-02-03 14:48:00,Wednesday,14,42.28161533,-71.08086179
Vandalism,D4,2016-02-03 14:30:00,Wednesday,14,42.35095909,-71.0741278
Larceny,D4,2016-02-03 15:10:00,Wednesday,15,42.34749899,-71.07925506
Verbal Disputes,C11,2016-02-03 14:53:00,Wednesday,14,42.28684279,-71.05691874
Verbal Disputes,C11,2016-02-03 14:52:00,Wednesday,14,42.30336787,-71.06827221
Motor Vehicle Accident Response,E18,2016-02-03 15:04:00,Wednesday,15,42.26106235,-71.11399617
Motor Vehicle Accident Response,C6,2016-02-03 14:32:00,Wednesday,14,42.320004,-71.059683
Medical Assistance,E5,2016-02-03 13:14:00,Wednesday,13,42.26317267,-71.15215586
Medical Assistance,A1,2016-02-03 14:28:00,Wednesday,14,42.35521429,-71.06206351
Landlord/Tenant Disputes,E18,2016-02-03 14:11:00,Wednesday,14,42.2796959,-71.11832827
Motor Vehicle Accident Response,C6,2016-02-03 14:10:00,Wednesday,14,42.33498299,-71.04531763
Medical Assistance,C11,2016-02-03 00:00:00,Wednesday,0,42.31088117,-71.06245853
Drug Violation,C6,2016-02-03 14:27:00,Wednesday,14,42.34128751,-71.05467933
Drug Violation,A7,2016-02-03 13:54:00,Wednesday,13,42.37620267,-71.03979926
Investigate Person,C11,2016-02-03 12:58:00,Wednesday,12,42.30748785,-71.06566102
Motor Vehicle Accident Response,E13,2016-02-03 13:52:00,Wednesday,13,42.309854,-71.11535
Larceny From Motor Vehicle,D14,2016-02-03 13:36:21,Wednesday,13,42.36428664,-71.13675636
Larceny From Motor Vehicle,D14,2016-02-02 18:00:00,Tuesday,18,42.34432328,-71.15778368
Investigate Person,D4,2016-02-03 13:15:00,Wednesday,13,42.33894226,-71.08368605
Verbal Disputes,B3,2016-02-03 13:24:00,Wednesday,13,42.28701738,-71.07706453
Police Service Incidents,C6,2016-02-03 13:38:00,Wednesday,13,42.32859767,-71.05363334
Drug Violation,A7,2016-02-03 12:17:00,Wednesday,12,42.37442697,-71.03527876
Larceny,D4,2016-02-02 20:09:00,Tuesday,20,42.34091586,-71.08771531
Vandalism,C11,2016-02-03 13:01:00,Wednesday,13,42.3102849,-71.06348374
Motor Vehicle Accident Response,E5,2016-02-02 17:15:00,Tuesday,17,42.27579337,-71.167152
Property Lost,D14,2016-02-03 13:27:00,Wednesday,13,42.35666076,-71.15104267
Medical Assistance,C11,2016-02-03 12:52:00,Wednesday,12,42.31179731,-71.05833463
Other,C6,2016-02-03 13:13:00,Wednesday,13,42.33210843,-71.07014395
Harassment,C6,2016-02-03 13:13:00,Wednesday,13,42.33210843,-71.07014395
Harassment,E18,2016-02-02 16:00:00,Tuesday,16,42.25519156,-71.12761721
Medical Assistance,C11,2016-02-03 13:03:00,Wednesday,13,42.30500848,-71.06606441
Motor Vehicle Accident Response,C6,2016-02-01 16:00:00,Monday,16,42.32614559,-71.05349144
Confidence Games,B2,2016-02-03 12:45:00,Wednesday,12,42.33153509,-71.09534648
Motor Vehicle Accident Response,E5,2016-02-03 12:32:00,Wednesday,12,42.28182663,-71.12243966
Larceny From Motor Vehicle,D14,2016-02-01 01:42:00,Monday,1,42.35620474,-71.15421854
Drug Violation,C11,2016-02-03 12:47:00,Wednesday,12,42.29755533,-71.0597091
Verbal Disputes,C6,2016-02-03 11:20:00,Wednesday,11,42.32557398,-71.0524813
Police Service Incidents,A7,2016-02-03 12:04:00,Wednesday,12,42.37515814,-71.03442657
Auto Theft Recovery,B2,2016-02-03 10:33:00,Wednesday,10,42.33065613,-71.10202348
Medical Assistance,C11,2016-02-03 11:31:00,Wednesday,11,42.31353744,-71.05924913
Police Service Incidents,A7,2016-02-03 12:07:00,Wednesday,12,42.37081805,-71.03929078
Property Lost,B2,2016-02-01 10:00:00,Monday,10,42.33744152,-71.10428096
Other,B2,2016-02-03 11:58:00,Wednesday,11,42.30649283,-71.08180677
Other,B2,2016-02-03 11:58:00,Wednesday,11,42.30649283,-71.08180677
Simple Assault,B2,2016-02-03 11:58:00,Wednesday,11,42.30649283,-71.08180677
Verbal Disputes,B2,2016-02-03 10:20:00,Wednesday,10,42.31096953,-71.08461836
Missing Person Located,E5,2016-02-03 10:40:00,Wednesday,10,42.31096953,-71.08461836
Investigate Person,B2,2016-02-03 10:53:00,Wednesday,10,42.30970016,-71.08582414
Medical Assistance,B3,2016-02-03 10:13:00,Wednesday,10,42.28245514,-71.09448768
Motor Vehicle Accident Response,D14,2016-02-02 14:00:00,Tuesday,14,42.35723474,-71.14703266
Towed,A1,2016-02-03 10:16:00,Wednesday,10,42.36077179,-71.0687235
Harassment,B3,2016-02-03 09:42:00,Wednesday,9,42.29926303,-71.07626513
Other,A1,2016-02-03 10:17:00,Wednesday,10,42.35932634,-71.06615272
Other,D4,2016-02-03 10:21:00,Wednesday,10,42.35176179,-71.07452168
Other,B3,2016-02-03 10:55:00,Wednesday,10,42.30132851,-71.07870873
Motor Vehicle Accident Response,E13,2016-02-03 08:40:00,Wednesday,8,42.31440549,-71.09670909
Motor Vehicle Accident Response,C11,2016-02-03 07:45:00,Wednesday,7,42.320483,-71.061514
Verbal Disputes,B2,2016-02-03 09:14:00,Wednesday,9,42.31258278,-71.07290449
Towed,D4,2016-02-03 08:49:00,Wednesday,8,42.34488838,-71.0755885
Towed,A1,2016-02-03 08:44:00,Wednesday,8,42.3496828,-71.06656125
Vandalism,A1,2016-02-03 09:36:00,Wednesday,9,42.35162789,-71.0686641
Missing Person Located,E18,2016-02-02 06:30:00,Tuesday,6,42.2457775,-71.118076
Simple Assault,B3,2016-02-03 10:06:00,Wednesday,10,42.28631299,-71.09218412
Towed,B2,2016-02-03 09:35:00,Wednesday,9,42.33174951,-71.10958584
Warrant Arrests,D4,2016-02-03 10:03:00,Wednesday,10,42.33520569,-71.07110315
Larceny,C11,2016-02-03 09:35:00,Wednesday,9,42.30396336,-71.05924636
Warrant Arrests,E5,2016-02-03 09:35:00,Wednesday,9,42.28919902,-71.12309195
Investigate Person,D4,2016-02-03 09:02:00,Wednesday,9,42.33739824,-71.07682106
Fraud,B3,2016-02-03 09:43:00,Wednesday,9,42.27450175,-71.09042183
Simple Assault,C11,2016-02-03 08:48:00,Wednesday,8,42.2879486,-71.07117745
Investigate Person,C6,2016-02-03 09:11:00,Wednesday,9,42.33042505,-71.05237796
Motor Vehicle Accident Response,B2,2016-02-03 08:57:00,Wednesday,8,42.31262432,-71.08991596
Larceny,B3,2016-02-03 09:13:00,Wednesday,9,42.29663584,-71.08729385
Auto Theft,B3,2016-02-03 09:13:00,Wednesday,9,42.29663584,-71.08729385
Motor Vehicle Accident Response,B2,2016-02-03 08:19:00,Wednesday,8,42.33772254,-71.09985368
Larceny,D4,2016-02-03 08:10:00,Wednesday,8,42.33401829,-71.07638124
Warrant Arrests,D14,2016-02-03 08:12:00,Wednesday,8,42.35555336,-71.15274721
Simple Assault,D14,2016-02-03 08:12:00,Wednesday,8,42.35555336,-71.15274721
Medical Assistance,E18,2016-02-03 08:13:00,Wednesday,8,42.25107733,-71.12416238
Property Lost,C11,2016-02-03 07:15:00,Wednesday,7,42.28255192,-71.05675236
Motor Vehicle Accident Response,C11,2016-02-01 08:30:00,Monday,8,42.30638323,-71.06021218
Aggravated Assault,B3,2016-02-03 07:15:00,Wednesday,7,42.27331888,-71.09348032
Simple Assault,B3,2016-02-03 07:15:00,Wednesday,7,42.27331888,-71.09348032
Confidence Games,B3,2016-02-03 07:15:00,Wednesday,7,42.27331888,-71.09348032
Medical Assistance,C6,2016-02-03 07:05:00,Wednesday,7,42.32962107,-71.05763827
Towed,C6,2016-02-03 06:35:00,Wednesday,6,42.33138444,-71.05697531
Medical Assistance,D4,2016-02-03 07:00:00,Wednesday,7,42.34980175,-71.07840978
Medical Assistance,A7,2016-02-03 06:21:00,Wednesday,6,42.37248334,-71.03752375
Verbal Disputes,B3,2016-02-03 06:39:00,Wednesday,6,42.29760546,-71.08024924
Medical Assistance,B2,2016-02-01 21:00:00,Monday,21,42.3132476,-71.08692603
Ballistics,A1,2016-02-03 06:35:00,Wednesday,6,42.35064439,-71.06811584
Investigate Property,B3,2016-02-03 06:24:00,Wednesday,6,42.29686162,-71.08584183
Property Found,C11,2016-02-03 05:30:00,Wednesday,5,42.30092795,-71.05942982
Larceny From Motor Vehicle,D4,2016-02-03 05:27:00,Wednesday,5,42.3505809,-71.08373707
Other,C11,2016-02-03 04:42:00,Wednesday,4,42.29360585,-71.0718865
Simple Assault,C6,2016-02-03 02:37:00,Wednesday,2,42.32335251,-71.05241954
Violations,C11,2016-02-03 03:19:00,Wednesday,3,42.29549707,-71.07211394
Verbal Disputes,B2,2016-02-02 23:45:00,Tuesday,23,42.32734041,-71.07945869
Violations,D4,2016-02-03 02:51:00,Wednesday,2,42.33511904,-71.0749171
Violations,D4,2016-02-03 02:51:00,Wednesday,2,42.33511904,-71.0749171
Violations,D4,2016-02-03 02:51:00,Wednesday,2,42.33511904,-71.0749171
Drug Violation,C11,2016-02-03 01:56:00,Wednesday,1,42.29451037,-71.07197241
Violations,C11,2016-02-03 01:56:00,Wednesday,1,42.29451037,-71.07197241
Vandalism,A7,2016-02-03 02:11:00,Wednesday,2,42.38011766,-71.03722943
Drug Violation,B2,2016-02-03 01:50:00,Wednesday,1,42.31905284,-71.06705353
Motor Vehicle Accident Response,D4,2016-02-03 00:15:00,Wednesday,0,42.34909822,-71.07929618
Medical Assistance,B3,2016-02-03 01:13:00,Wednesday,1,42.29096807,-71.09010919
Verbal Disputes,B3,2016-02-03 01:13:00,Wednesday,1,42.29096807,-71.09010919
Landlord/Tenant Disputes,C11,2016-02-03 00:20:37,Wednesday,0,42.31734603,-71.0567131
Verbal Disputes,C11,2016-02-02 23:52:00,Tuesday,23,42.29524857,-71.07108773
Towed,E18,2016-02-03 00:54:00,Wednesday,0,42.27035982,-71.10012594
Vandalism,E18,2016-02-03 00:34:00,Wednesday,0,42.26299197,-71.11921366
Simple Assault,B2,2016-02-03 00:09:00,Wednesday,0,42.315969,-71.066253
Larceny,B2,2016-02-02 12:00:00,Tuesday,12,42.31610241,-71.07756199
Vandalism,D14,2016-02-02 23:44:00,Tuesday,23,42.34928289,-71.13522587
Vandalism,A1,2016-02-02 23:44:00,Tuesday,23,42.35913205,-71.05504984
Warrant Arrests,B2,2016-02-02 23:09:00,Tuesday,23,42.33047722,-71.10072736
Residential Burglary,B2,2016-02-02 23:09:00,Tuesday,23,42.33047722,-71.10072736
Investigate Person,C6,2016-02-02 22:45:00,Tuesday,22,42.33891231,-71.05377183
Motor Vehicle Accident Response,D4,2016-02-02 23:00:00,Tuesday,23,42.34814974,-71.07397467
Motor Vehicle Accident Response,C11,2016-02-02 22:07:00,Tuesday,22,42.30161831,-71.05819309
Vandalism,D4,2016-02-02 22:59:00,Tuesday,22,42.35218613,-71.08452171
Warrant Arrests,C6,2016-02-02 22:00:00,Tuesday,22,42.33392802,-71.05027284
Other,E18,2016-02-02 22:25:00,Tuesday,22,42.27631028,-71.12253393
Aggravated Assault,E18,2016-02-02 22:25:00,Tuesday,22,42.27631028,-71.12253393
Other,C11,2016-02-02 18:48:00,Tuesday,18,42.28241807,-71.06022237
Vandalism,C11,2016-02-02 19:26:00,Tuesday,19,42.28492596,-71.07135254
Investigate Person,C11,2016-02-02 21:56:00,Tuesday,21,42.28265095,-71.06516011
Investigate Person,B3,2016-02-02 20:50:00,Tuesday,20,42.2766839,-71.09240248
Firearm Violations,A15,2016-02-02 21:04:00,Tuesday,21,42.3812321,-71.06122624
Aggravated Assault,C11,2016-02-02 21:25:00,Tuesday,21,42.30626521,-71.06864556
Simple Assault,C11,2016-02-02 21:25:00,Tuesday,21,42.30626521,-71.06864556
Assembly or Gathering Violations,B2,2016-02-02 21:15:00,Tuesday,21,42.31011153,-71.0829899
Medical Assistance,B3,2016-02-02 20:38:00,Tuesday,20,42.2900588,-71.08271513
Medical Assistance,E18,2016-02-02 21:10:00,Tuesday,21,42.24442833,-71.11669183
Property Found,B2,2016-02-02 21:21:00,Tuesday,21,42.30344,-71.085066
Auto Theft,C11,2016-02-02 20:52:00,Tuesday,20,42.29760605,-71.05676442
Robbery,D4,2016-02-02 20:00:00,Tuesday,20,42.34211308,-71.10143339
Larceny,D4,2016-02-02 20:00:00,Tuesday,20,42.34211308,-71.10143339
Vandalism,B2,2016-02-02 21:34:00,Tuesday,21,42.30901945,-71.0878912
Medical Assistance,C6,2016-02-02 21:07:00,Tuesday,21,42.32553801,-71.06579592
Medical Assistance,C6,2016-02-02 21:32:00,Tuesday,21,42.32553801,-71.06579592
Confidence Games,E13,2016-02-02 21:23:00,Tuesday,21,42.30981943,-71.10321125
Verbal Disputes,B2,2016-02-02 21:00:00,Tuesday,21,42.30870132,-71.07932755
Vandalism,A7,2016-02-02 20:40:00,Tuesday,20,42.37946999,-71.03278714
Motor Vehicle Accident Response,C11,2016-02-02 01:00:00,Tuesday,1,42.31814671,-71.06075377
Auto Theft,C11,2016-02-02 01:00:00,Tuesday,1,42.31814671,-71.06075377
Drug Violation,B2,2016-02-02 20:30:00,Tuesday,20,42.31959298,-71.062607
Vandalism,C11,2016-02-02 17:07:00,Tuesday,17,42.30490985,-71.06710449
Firearm Violations,C11,2016-02-02 19:51:00,Tuesday,19,42.30135087,-71.06796465
